"ten_quan","dia_chi","so_dien_thoai","rating","gio_mo_cua","lat","lon","gia_trung_binh","thuc_don","hinh_anh","data_id","khau_vi","mo_ta"
"Hồ Con Rùa","Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","","4.4","Mở lúc 18:00 ⋅ Đóng cửa lúc 1:00","10.7826155","106.694427","","","","0x31752f369339942d:0x2e5c61408d70ef53","không xác định","Khu ẩm thực"
"Khu ăn vặt Cao Thắng - Bàn Cờ","51 Cao Thắng, Phường 3, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","","4.0","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.769825920095553""","106.68138206341602","1-100.000 ₫","","","0x31752f218f2fac93:0xdf127ae3377d6a7a","không xác định","Khu ẩm thực"
"Hẻm 284 Lê Văn Sỹ","Quận 3, Thành phố Hồ Chí Minh, Việt Nam","","","","10.78743125433421","106.6801898070554","1-100.000 ₫","","","","không xác định","Khu ẩm thực"
"Hẻm 200 Xóm Chiếu","phường 15, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","","","Mở lúc 18:00 ⋅ Đóng cửa lúc 12:00","10.756043971376013","106.70828703729016","1-100.000 ₫","","","","không xác định","Khu ẩm thực"
"Đ. Tôn Đản","Quận 4, Thành phố Hồ Chí Minh, Việt Nam","","","Mở lúc 18:00 ⋅ Đóng cửa lúc 12:00","10.758019063457672""","106.7065458413878","1-100.000 ₫","","","","không xác định","Khu ẩm thực"
"Phố ẩm thực Vĩnh Khánh","40 Đ. Vĩnh Khánh, Phường 8, Quận 4, Thành phố Hồ Chí Minh, Việt Nam","","4.2","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.761900649877342","106.70223609616647","1-100.000 ₫","","","0x31752f6b62a256ff:0x8d511e314fa49c38","không xác định","Khu ẩm thực"
"Chợ Lớn","Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","","Mở cửa 24 giờ","10.755086890950158","106.6584700865526","1-100.000 ₫","","","","không xác định","Khu ẩm thực"
"Chợ Phùng Hưng","214 Đ. Phùng Hưng, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 706 598 530","4.2","Mở cửa lúc 8:00 ⋅ Đóng cửa lúc 17:00","10.753193344475545","106.65746261469992","1-100.000 ₫","","","0x31752ef3f58f4f65:0xa3a4f1a26c1f1ad3","không xác định","Khu ẩm thực"
"Chợ đêm Hòa Bình","37 Đ. Bạch Vân, Phường 5, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 283 838 2371","4.2","Mở cả ngày","10.753394176073781","106.67573300756725","1-100.000 ₫","","","0x31752efe07b19d21:0x831c20cdd2b7d85b","không xác định","Khu ẩm thực"
"BÒ TƠ QUÁN MỘC 486 Nguyễn Thị Minh Khai","486 Nguyễn Thị Minh Khai, Phường 2, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 853 403 388","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.766666299999999","106.6825334","200-400 N ₫","","","0x31752f7098e870e3:0xb4ef3c230a828c89","không xác định",""
"Nhà hàng Văn Hoa","68-76 Đ. Tản Đà, Phường 11, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3856 3888","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.752698299999999","106.6644903","","","","0x31752f5dfe64ff03:0x9fcd311260c552f","không xác định",""
"Nhà hàng Hầm Rượu P571","571 Đ. Tạ Quang Bửu, Phường 4, Quận 8, Thành phố Hồ Chí Minh 10000, Việt Nam","+84 908 309 333","4.8","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.740207999999999","106.6772018","","","","0x31752fed84934e41:0xfbd53de3dd697bb2","không xác định",""
"Baoz Dimsum","295-297-299 Đ. Lê Đại Hành, Phường Phú Thọ, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 1900 545480","4.6","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7648595","106.6548798","$$","","","0x31752fb620644b5d:0x9dafd61922e35a10","không xác định",""
"Nhà Hàng Ái Huê 2 - 愛華 2 大洒樓","Việt Nam, Thành phố Hồ Chí Minh, Quận 5, Phường 11, Trần Hưng Đạo","+84 28 3838 3828","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7521686","106.6620332","$$$","","","0x31752f0c4d558edb:0x2c60d7b2f3e598a0","không xác định",""
"Nhà Hàng Gia Phú Phúc Kiến","513 Đ. Gia Phú, Phường 1, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","+84 933 268 628","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.742705299999999","106.6463833","","","","0x31752e640c795cef:0xfa234d94becb0834","không xác định",""
"Nhà hàng lẩu cá Thuận Kiều","49 Đ. Phú Hữu, Phường 14, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3955 6131","4.1","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7532257","106.6535196","$$","","","0x31752ef4a6f6af0f:0x98969f7a2fd826ce","mặn",""
"Đông Giang Quán","642 Đ. Hồng Bàng, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 909 996 661","4.3","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7543943","106.6439492","","","","0x31752e8b86fbef4d:0xc5f1c1b400bc348","không xác định",""
"Há cảo xíu mại Hoa Nguyệt","418/8 Trần Phú, Phường 7, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.753299199999999","106.6678101","1-100.000 ₫","","","0x31752efbd5b2d5bb:0x458d23bdc9e554fc","không xác định",""
"Holiday Món Ngon Trung Hoa - Nhà Hàng Tại Gia","Đường số 7/55 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 942 338 038","4.5","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.762121299999999","106.6477733","","","","0x31752f34033e935b:0x72451c9fd05f329f","không xác định",""
"Quán Ăn Hoàng Oai","Hẻm 168/82 Đ. Lê Thị Bạch Cát, Phường 11, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 969 017 718","4.4","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7665563","106.6507345","200-300 N ₫","","","0x31752e93565bf979:0xa69c44154c3af786","không xác định",""
"Nhà hàng Tây Đô (HCM)","47a Đường số 6, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 28 6684 8489","4.2","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.7617753","106.6482629","$$","","","0x31752f68cc703eb5:0x1afbce3b7657e72f","không xác định",""
"Tiệm Cơm Truyền Ký","39/20 Đ. Lý Thường Kiệt, Phường 7, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","+84 908 623 623","4.2","Đang mở cửa ⋅ Đóng cửa lúc 20:00","10.7591839","106.6611111","100-200 N ₫","","","0x31752eee2e3e5523:0x3048bbcee8be15d2","không xác định",""
"Ẩm Thực Quê Nhà Quận 10","05 Đ. Thành Thái, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 901 606 026","4.1","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7691775","106.6662679","$$","","","0x31752fa191e3a97d:0xeaebfc387b29a7e0","không xác định",""
"Haidilao Huoguo 海底捞火锅 Nowzone","TTTM Nowzone, 235 Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 71014, Việt Nam","+84 862 000 271","5.0","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7644872","106.6822823","","","","0x31752f32439d58ed:0x3f5845718c825360","không xác định",""
"Nhà hàng Chay Giác Ngộ","213A Hùng Vương, Phường 9, Quận 5, Thành phố Hồ Chí Minh 72712, Việt Nam","+84 28 3834 5678","4.4","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7603431","106.6739007","100-200 N ₫","","","0x31752fc6f37f7369:0xf3f43b89e9be1c64","không xác định",""
"Nhà hàng Phong Ký","161 Trần Tuấn Khải, Phường 5, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 931 500 340","4.9","Đã đóng cửa ⋅ Mở lúc 7:00 Th 5","10.7524547","106.67372","300-400 N ₫","","","0x31752efe7f90dd21:0xc20e73fb4050f1c","không xác định",""
"Subin BBQ - Buffet Nướng Hàn Quốc","Sân trước Siêu Thị Sài Gòn (Satra, 460 Đ. 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 6271 0090","4.3","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7683763","106.6675317","200-300 N ₫","","","0x31752fc03c0a2ecb:0x7cae7a977f403582","cay",""
"Thien Hong Restaurant - Hotel","52-56 Đ. Tản Đà, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3855 4435","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.752241","106.6647503","100-200 N ₫","","","0x31752ef9e19d5b7f:0x55d1a0cf6a448ce","không xác định",""
"Quán Ăn Gia Đình Thiên Thiên","69 Đ. Tản Đà, Phường 9, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","+84 903 066 331","4.5","Đang mở cửa ⋅ Đóng cửa lúc 0:00","10.7526801","106.6641533","","","","0x31752ef9fc53bd07:0xa2afee911edfae31","không xác định",""
"Nhà hàng Bò Tiêu","23C Đ. Bắc Hải, Phường 15, Quận 10, Thành phố Hồ Chí Minh 72559, Việt Nam","+84 354 052 107","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7858381","106.6637091","200-300 N ₫","","","0x31752f34b9746745:0xdf0b03f909912266","không xác định",""
"Pizza 4P's Hai Bà Trưng","151b Hai Bà Trưng, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3622 0500","4.9","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7830429","106.6969727","$$","","","0x31752f3689d6e90b:0xfed9192a456fc218","không xác định",""
"Nhà hàng Bếp Dì Toàn | Quán ngon sân bay | Nhà hàng ngon Đặng Văn Sâm","6A Đ. Đặng Văn Sâm, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 366 629 829","4.9","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.8142634","106.6727937","100-200 N ₫","","","0x317529ad856f1b33:0x88c99de4252708d6","không xác định",""
"Nhà hàng Hoàng Tâm - Phan Xích Long","352 Phan Xích Long, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 6670 2121","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.799336499999999","106.6863256","200-400 N ₫","","","0x31752f20c64f3f79:0xa11e821955968656","không xác định",""
"Nhà Hàng Pavillon","202 Đ. Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 913 924 439","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8013327","106.6709032","","","","0x31752928af1513fb:0xd2651b40d27136ec","không xác định",""
"Nhà hàng Việt Phố","Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3934 9448","4.2","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.783402899999999","106.6883641","$$","","","0x31752f3029353d6f:0x60080837d6ac6bd9","không xác định",""
"NOIR . Dining in the Dark Saigon","180D Hai Bà Trưng, Street, Quận 1, Thành phố Hồ Chí Minh 710000, Việt Nam","+84 986 632 525","4.7","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.786636699999999","106.6946782","Trên 1 Tr ₫","","","0x31752f3470bd9e13:0xae854621c16b504b","không xác định",""
"Nhà Hàng Hương Cau 2","86 Tân Canh, Phường 1, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3991 9898","4.0","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7957606","106.6670569","$$","","","0x3175292dcd82f391:0xb02eb3b27dbe4cec","không xác định",""
"Ikigai Sushi - 236 nguyễn trọng tuyển","236 Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 828 828 149","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7979088","106.673368","200-400 N ₫","","","0x317529ee84bfd35b:0x9e7851addb7d6115","không xác định",""
"Nhà hàng Phương Đông","179 Hai Bà Trưng, Phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 919 565 888","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.785360899999999","106.6947224","","","","0x31752f50c5243df1:0x4470df7ffc7e36b5","không xác định",""
"Nhà hàng hải sản & lẩu Yeebo (Quận Phú Nhuận) - Yeebo Seafood and Hotpot Restaurant (Phu Nhuận District)","76 Đ. Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3997 4411","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7959637","106.6753624","$$$","","","0x31752929f62ed4ff:0x15e108de98c1b8ab","mặn",""
"Pergola Garden Restaurant","28A Trần Cao Vân, Phường, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 902 327 090","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7929579","106.6768411","$$","","","0x317528d571227b47:0x619bff606e50e153","không xác định",""
"Nhà hàng Tuấn & Tú","54 Lý Văn Phức, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 931 519 488","4.4","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7916236","106.6935219","","","","0x31752f4f00000001:0x8c67e3f3dac841ff","không xác định",""
"Nhà hàng Món Pháp giá Việt - Le Resto","357 Hoàng Sa, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","+84 28 6654 5999","4.2","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.7939065","106.6862077","$$","","","0x317528cdd2abba7d:0x616002cd6969c973","không xác định",""
"Nhà Hàng Đất Phương Nam","46 Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3820 3968","4.0","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7898702","106.6868079","200-300 N ₫","","","0x31752f2d4acb1d27:0x2f9e74dd63925549","không xác định",""
"Downtown Steakhouse - Hoa Mai","9 Hoa Mai, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","+84 932 799 109","4.6","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.797031299999999","106.6877376","","","","0x317529d999600045:0xd082e47891d87aca","không xác định",""
"Nhà hàng Mô Rứa","Phan Xích Long/45 Cầu Kiệu, Phường, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 898 894 545","4.4","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7972039","106.6913827","100-200 N ₫","","","0x31752937a8ba38f3:0xbd0717e61126a126","không xác định",""
"Nhà Hàng Vườn Phố","A2 Đ. Phan Đình Giót, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 00700, Việt Nam","+84 28 3997 5010","3.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8013848","106.6663418","$$","","","0x3175292ff423976f:0x1354e44c4d8dc883","không xác định",""
"Nhà hàng Hoa Viên Pilser Original","16 Đ. Phổ Quang, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3997 7666","4.1","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8036132","106.6665034","$$","","","0x31752925168ee199:0xc452357465a22c87","không xác định",""
"Nhà Hàng Cừu Non","395 Hoàng Sa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","+84 988 087 590","4.4","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7919438","106.6861264","200-300 N ₫","","","0x317529cdc18a1ceb:0x7d24ed6062b71829","không xác định",""
"Tiệm Nướng Nhà Bird","214 Trương Công Định, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 392 030 360","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.793054399999999","106.6398013","200-300 N ₫","","","0x317529b4e0d308f3:0xb0d929951349eb3b","không xác định",""
"Ẩm Thực Quê Nhà Quận Tân Bình","52A Đ. Nguyễn Thái Bình, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 966 606 026","4.1","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7990865","106.6552285","$$","","","0x3175292e3b0b08b3:0x75fd454bd95a776d","không xác định",""
"Nhà hàng Hoa Viên đệ Nhất","21 Hoàng Việt, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3844 1199","4.1","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.796149999999999","106.6599661","","","","0x31752933e8cd3f43:0x9f687d49d85dc947","không xác định",""
"Quán Chị Dậu - CN Tân Bình","328A Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 28 6297 0309","4.1","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7987381","106.6647543","$$","","","0x3175292e29a2234b:0x568aa73622ec6c62","không xác định",""
"CHIANG RAI - Nhà Hàng Thái","710/5 Đ. Lũy Bán Bích, Tân Thành, Tân Phú, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 978 913 913","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7905825","106.6377799","200-300 N ₫","","","0x31752f2b3e831ea5:0x2c1e422c9a3ae57a","không xác định",""
"Bếp Chay Nhà Zen","54 Đ. Vân Côi, Phường Tân, Sơn Nhất, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 931 806 068","4.8","Đang mở cửa ⋅ Đóng cửa lúc 20:30","10.7873938","106.6561296","1-100.000 ₫","","","0x317529df995da07f:0xca406988a819fb78","không xác định",""
"KOHAKU RAMEN & UDON - BÀU CÁT","124 Đ. Bàu Cát, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 916 708 499","4.9","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.7921534","106.6427856","100-200 N ₫","","","0x31752f27d4ab2fef:0x26f586a8b399ac8e","không xác định",""
"Thai Thae Việt Nam - Nhà hàng Thái","73 Đ. Trần Quốc Hoàn, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 975 963 983","5.0","Đang mở cửa ⋅ Đóng cửa lúc 22:30","10.804565199999999","106.6640369","","","","0x31752900199376a5:0x4801b28e0ca8a40f","không xác định",""
"Nhà hàng chay Sanité","46 Trương Quốc Dung, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh 72200, Việt Nam","+84 978 323 232","4.7","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.796908","106.672492","200-300 N ₫","","","0x3175290b090205cf:0x8aab60c447253e05","không xác định",""
"Nhà Hàng CHAY XANH 2 - Vegetarian Restaurant","343/8 Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Thành phố Hồ Chí Minh 72200, Việt Nam","+84 941 868 322","4.7","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.7977387","106.6678415","100-200 N ₫","","","0x3175295f9c1e08dd:0x1d6648d6b606b3ec","không xác định",""
"Cơm gà Nha Trang - 2 chị em","9 Thích Minh Nguyệt, Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 906 619 578","4.7","Đang mở cửa ⋅ Đóng cửa lúc 20:30","10.8064936","106.6669366","1-100.000 ₫","","","0x317529e04487153b:0xae717571c15c8861","không xác định",""
"QUÁN ĂN HẢI SẢN BIỂN ĐÔNG 10(ĐỊA CHỈ 802A ÂU CƠ P14 Q TÂN BÌNH TPHCM)","802a Đ. Âu Cơ, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam","+84 903 695 441","4.3","Đang mở cửa ⋅ Đóng cửa lúc 0:00","10.790812599999999","106.6400251","","","","0x317529524dab64b7:0x96a93b697816e9e","không xác định",""
"Nhà Hàng Hải Sản Rạn Biển 1","2 Hoàng Việt, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 827 946 222","4.0","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.7977028","106.6586994","$$$","","","0x3175293a571fb40d:0xf1915438f46515b4","không xác định",""
"Mr.Saigon - Mì Ý, Salad Sài Gòn - Lê Lai","75 Đ. Lê Lai, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","+84 941 878 875","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8187205","106.6825675","","","","0x3175295bbc2f142f:0xfe97eb067b81a9d7","không xác định",""
"Nhà Hàng Hương Phố","A12 Đ. Phan Văn Trị, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3989 6179","4.2","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.828701299999999","106.6833645","$$","","","0x317528f95cd1affd:0xaa8842de2eb8cc5c","không xác định",""
"Nhà Hàng Kalbi Master Buffet Nướng & Lẩu - Vincom Phan Văn Trị","Vincom Plaza, 12 Đ. Phan Văn Trị, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 775 231 200","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:45","10.8271138","106.6892817","200-300 N ₫","","","0x3175290e2b87d9cf:0x477dc240da2dfbf0","mặn",""
"Bocaxa beefsteak Gò Vấp","220/64 Nguyễn Oanh, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 938 808 784","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8361837","106.6777876","100-200 N ₫","","","0x317529901cf6fdaf:0x26243f4af831f018","không xác định",""
"Nhà hàng chay Vô Úy","47 Đ Số 3, KDC Cityland Park Hills, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 902 353 527","4.8","Đang mở cửa ⋅ Đóng cửa lúc 21:30","10.835458","106.6704127","100-200 N ₫","","","0x31752942f3dd9301:0xff832517b06a2ec0","không xác định",""
"Nhà hàng Những Người Bạn","14 Đ. Phan Văn Trị, Phường 7, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","+84 28 3588 5888","4.2","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.827669","106.6876846","$$","","","0x317528f1b2d4b267:0x66073319c9ef49f8","không xác định",""
"Phố Nướng JOKUL","439 Đ. Phạm Văn Đồng, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","+84 898 488 190","4.5","Đang mở cửa ⋅ Đóng cửa lúc 2:00","10.8218468","106.6977995","100-200 N ₫","","","0x317528ed622cd5a7:0x3f1a58120506c7e9","không xác định",""
"Panda","151 Đ. Phạm Văn Đồng, Phường 03, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","+84 1900 4604","4.9","Mở cả ngày","10.817243099999999","106.6842346","$$","","","0x3175298d3dac410d:0x7fc8e5aa4376f917","không xác định",""
"Trung Tâm Yến Tiệc Và Hội Nghị Aqua Jardin","307 Nơ Trang Long, Phường Bình Lợi Trung, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3553 4640","4.1","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.8192869","106.6996639","","","","0x317528ecd528d4bf:0xb7cd7dca8b3e7064","không xác định",""
"Nhà Hàng Sân Vườn Tư Trì - Nhà Hàng Tiệc Cưới","499 Đ. Lê Văn Thọ, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","+84 28 6295 1008","4.1","Không rõ giờ mở cửa","10.8503742","106.6560225","","","","0x317529a30b4aa915:0xecaf5d3296b32fea","không xác định",""
"Bếp nhà Bảo Bảo","240 Đ. Nguyễn Văn Công, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 899 043 567","4.8","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8227414","106.674521","1-100.000 ₫","","","0x317529006229d943:0xb6634884e79f60e8","không xác định",""
"Nhà hàng Ẩm thực 402","402 Nơ Trang Long, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 909 802 402","3.8","Đang mở cửa ⋅ Đóng cửa lúc 0:00","10.8190049","106.7020961","","","","0x31752968f82415f3:0x9ae0c06a6844bbbb","không xác định",""
"Nhà hàng 175","786B Nguyễn Kiệm, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","","5.0","Mở cả ngày","10.821792","106.6794941","","","","0x3175290025ff050f:0x5b346bc0711f1b45","không xác định",""
"Nhà Hàng Nhọ quán","1405 Đ. Phan Văn Trị, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","+84 704 634 315","5.0","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8344796","106.6669773","","","","0x317529a81a59e5d9:0x8a4324d438330599","không xác định",""
"QUÁN MỘNG | LẨU NƯỚNG HẢI SẢN | LẨU NGON GÒ VẤP | LẨU NƯỚNG GÒ VẤP","78 Đ. Nguyễn Văn Lượng, Phường 17, Gò Vấp, Thành phố Hồ Chí Minh 71413, Việt Nam","+84 336 865 055","5.0","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.8386626","106.6788548","","","","0x3175292e92486ca5:0xf6335b1f0db0245d","mặn",""
"CƠM NIÊU SIM FOOD - CN GÒ VẤP","2 Đ. Phạm Huy Thông, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","+84 839 333 737","4.5","Đang mở cửa ⋅ Đóng cửa lúc 22:00","10.8316407","106.679795","","","","0x3175293b3d95b673:0x4f5dcbafdf78bdbb","không xác định",""
"Đồng Xanh","349 Nguyễn Oanh, Phường 6, Gò Vấp, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 938 306 588","4.1","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.8438234","106.6771034","$$","","","0x31752eb2292ad13d:0xf79ff3017bc47128","không xác định",""
"Đặt Tiệc Ngọc Thuận","173 Đường số 20, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 71411, Việt Nam","+84 981 003 455","5.0","Mở cả ngày","10.8349771","106.6873461","","","","0x31752933befed7ef:0xa3c1719971cd1963","không xác định",""
"KDL Bến Xưa - Vườn Ẩm Thực Nan","39a Hà Huy Giáp, Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 28 3716 6166","4.1","Đang mở cửa ⋅ Đóng cửa lúc 21:00","10.8524917","106.6772489","$$","","","0x3175284b7154241b:0x5e5668582a89c7e3","không xác định",""
"BROS KOREA","47 Nguyễn Thị Diệu, Phường 6, Quận 3, Thành phố Hồ Chí Minh 70000, Việt Nam","+84 28 3930 0999","4.9","Đang mở cửa ⋅ Đóng cửa lúc 23:00","10.774844199999999","106.6877962","300-400 N ₫","","","0x31752f825f13f627:0xd1c10d35c2341af8","không xác định",""
"Korea House - Món Ăn Hàn Quốc - 코리아 하우스","237 Tô Hiến Thành, Phường 13, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam","+84 906 705 223","4.8","Đang mở cửa ⋅ Đóng cửa lúc 23:30","10.7790371","106.6672097","100-200 N ₫","","","0x31752f6c519fff57:0x78f0242f4ca467d6","cay",""
