ten_quan,dia_chi,so_dien_thoai,rating,gio_mo_cua,lat,lon,gia_trung_binh,thuc_don,hinh_anh,data_id,khau_vi,mo_ta
SIGNATURE By The Coffee House,"Crescent Mall, 101 Đ. Tôn Dật Tiên, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 28 7107 8079,4.5,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7295194,106.7188349,100-200 N ₫,,,0x31752f43c6bc27a1:0xcf4129681fbda044,,
Cimille coffee,"80 Cao Triều Phát, Tân Phong, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 934 584 225,4.5,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.732073699999999,106.7072589,100-200 N ₫,,,0x31752f93dccd8c3f:0x5365650fce47be93,,
Qi Coffee & Tea,"Raymondienne/16 Phú Mỹ Hưng, Khu Starhill, Quận 7, Thành phố Hồ Chí Minh 80000, Việt Nam",+84 898 185 522,4.7,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.729022299999999,106.7266377,1-100.000 ₫,,,0x317525386ba19723:0xc225d496e847911f,,
The Coffee House - Nguyễn Thị Thập 2,"492 Đ. Nguyễn Thị Thập, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.3,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7397457,106.7053754,1-100.000 ₫,,,0x31752f9cb633af2d:0xb1ba1124d85775c3,,
K COFFEE Phú Mỹ Hưng,"5 Hưng Phước 4, Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 28 5410 9711,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7295786,106.7082769,1-100.000 ₫,,,0x31752fe67dfc6719:0x7ba99d48d67451b0,,
O'hara Coffee- Cafe and Beverage,"21 Đ. Nguyễn Thị Thập, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",+84 28 6298 9734,4.5,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.737454699999999,106.7292535,1-100.000 ₫,,,0x3175257c0bdd986d:0x91b804b7eb5f4cb6,,
Sumatra Coffee & Cigar Lounge Phú Mỹ Hưng - Cafe Ngon Quận 7,"8-10 Lê Văn Thiêm, Hưng P, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 909 888 502,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7311857,106.7100687,1-100.000 ₫,,,0x31752f48f2ef92b5:0xdbc0133ee0e10333,,
Dolphy Café Mỹ Toàn,"1441 Đường Nguyễn Văn Linh, Phường, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 938 084 985,4.8,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.728107,106.7069249,1-100.000 ₫,,,0x31752f60c77a6adb:0xcba0c6e1a24f3614,,
Soco Coffee,"101 Mỹ Kim 3, Khu đô thị Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh 72900, Việt Nam",+84 909 356 562,4.4,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7242421,106.7157474,1-100.000 ₫,,,0x31752fc5d77544b5:0xe1938947afb19277,,
D.O.N COFFEE,"16 Đường số 3, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh 700000, Việt Nam",,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7427542,106.7322816,,,,0x317525e5bfef94d5:0x55655fa0fce0f5d1,,
MIA Coffee & Tea,"116 Đ. Phạm Đức Sơn, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",+84 909 841 858,4.4,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.721955099999999,106.6227523,1-100.000 ₫,,,0x31752de40d3e5561:0xf135e19aac7e59ea,,
ChiBee - Coffee & Cream,"Tầng Trệt A7.001 - A8.010, Khu Dân Cư EHome3, Bình Tân, Thành phố Hồ Chí Minh 74000, Việt Nam",+84 888 177 677,4.3,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7138881,106.611093,,,,0x31752df3631f1255:0x512169b2675581e2,,
Trung Nguyên E-Coffee The Western Capital,"PJQG+XM9, Đ. 17, Khu Phố 4, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",+84 946 365 379,5.0,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 0:00,10.739989,106.6266218,,,,0x31752d0027d93a77:0x85d3cf365982daf3,,
KAFA Café,"Chung cư Green River, 2225 Phạm Thế Hiển, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",+84 972 701 587,4.7,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 0:00,10.732911,106.6432978,1-100.000 ₫,,,0x31752fd4bac1e083:0xf74551b1fce9967e,,
Begin Coffee & Food,"PJ9F+7JF, Trương Đình Hội, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7181987,106.6240487,,,,0x31752d7bdaaa63f7:0x16e1157b66740cb4,,
Coffee Milano Bình An,"28 Đ. số 13, Khu dân cư Ấp 5 Phong Phú, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",+84 938 985 194,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.728141899999999,106.6472061,,,,0x31752f000e259f89:0x258af7b17e62f63f,,
Coffee Ngọc,"1594A Võ Văn Kiệt, Khu Phố 3, Quận 6, Hồ Chí Minh, Việt Nam",,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7387866,106.6413263,,,,0x31752f00081bbbc7:0xad4796ed3f223411,,
Napoli Coffee,"Số 01 Đường 48 KDC Bảo Châu Phường 16 Quận 08 Tp, Thành phố Hồ Chí Minh, Việt Nam",+84 918 117 070,4.2,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 21:30,10.719949,106.622794,,,,0x31752de47dec15e1:0xb6ca3b5e0ababb0d,,
Krông Coffee Quận 8,"09 Đ. Bình Đông, Phường 15, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",+84 888 802 122,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7344408,106.636238,1-100.000 ₫,,,0x31752f374aa85fbb:0x376b79fed4b71057,,
"Trung Nguyên E-Coffee An Lạc, Bình Tân, Hồ Chí Minh","195 Đ. số 3, An Lạc, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",+84 903 666 386,5.0,Mở cửa lúc 9:00,10.728680599999999,106.615217,,,,0x31752d0033905da9:0x6014f45b3e6ac5d7,,
The Coffee Shop,"PJ8Q+X5C, Phong Phú, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",+84 383 021 843,4.4,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7174456,106.6379031,1-100.000 ₫,,,0x31752fe15d5bc571:0x75ad6fe1b4c84669,,
LONG COFFEE,"27A Bình Phú, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.7390644,106.6289313,,,,0x31752d25bce4a057:0x92720631f6e10b5e,,
Star Coffee,"93-95 Đường số 22, Bình Hưng, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.730492,106.6511229,1-100.000 ₫,,,0x31752f9ef14286f3:0x7c0b274c7406f962,,
coffee -Tea P&T,"2 Duong So 86, Phường 10, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",+84 828 000 411,4.0,Mở cửa lúc 9:00,10.7319204,106.6288634,,,,0x31752d435648500b:0xe640dee24f00cc53,,
Ruby Coffee Shop,"103 Hồ Học Lãm, An Lạc, Bình Tân, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 932 537 254,5.0,Mở cửa lúc 7:00,10.714383699999999,106.6110111,,,,0x31752d2a91b6e36b:0xc9d5585566f44b71,,
Cà phê Forex coffee & beer,"CHUNG CƯ CARINA, 1648 Võ Văn Kiệt, Phường 16, Quận 8, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 939 168 169,4.4,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7294994,106.6240123,$$,,,0x31752d0ab33ee1eb:0x50d7b001ce396fd7,,
Trung Nguyên E-Coffee - Privia Khang Điền,"TMDV 11, tầng Trệt, 158 An Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh 000084, Việt Nam",+84 971 281 371,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7370073,106.6197131,1-100.000 ₫,,,0x31752df93ef0fdcf:0xfb4cb5c5fe388046,,
Hailan coffee & Na Yummy,"Kiot 9, Bình Phú/31 Đ. Số 32, Khu IV, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",+84 356 578 316,5.0,Mở cả ngày,10.7405499,106.6290091,,,,0x31752d0079d9195d:0x44cc05a3faa58dba,,
The Thousand Beans - Lab Coffee,"506/15/27 Đ. 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 914 678 454,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7669622,106.6640712,1-100.000 ₫,,,0x31752f764abdd601:0x246c57f3dd6c8f09,,
ITune Coffee,"573/10 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.7761744,106.666262,1-100.000 ₫,,,0x31752edb11f2d11b:0x489923925c148603,,
inD cafe,"229 Lý Thái Tổ, Phường 9, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",+84 935 298 578,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.7676001,106.6725235,1-100.000 ₫,,,0x31752f433b633115:0x30c46e4110cb1e1,,
The Coffee House - Sư Vạn Hạnh,"798 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.2,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7740621,106.6685195,1-100.000 ₫,,,0x31752edb836a88cf:0x356b63c739c6cfb3,,
Là Việt Coffee,"57A Tú Xương, Phường 7, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 342 565 748,4.4,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7775793,106.683654,1-100.000 ₫,,,0x31752fbcf35b05c5:0x3a6258fd82714087,,
The Coffee House - Đồng Nai,"25A Đ. Đồng Nai, Phường 15, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",+84 28 7108 7088,4.3,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 21:30,10.7805701,106.6615431,1-100.000 ₫,,,0x31752f023ea40f45:0xe49a5b454cfbfc59,,
Thao coffee,"Đ. Lê Văn Sỹ, Phường 12, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 914 151 672,4.8,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 0:00,10.7869994,106.6753766,1-100.000 ₫,,,0x31752f4c042c6eb5:0x692eb8313ca80f83,,
Chất Việt Coffee,"656/10 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",+84 934 515 763,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.787367,106.6648244,1-100.000 ₫,,,0x31752ed276a691d3:0x12f4a2d681878942,,
Cheese coffee,"782 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",+84 28 3862 1077,4.2,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.773769999999999,106.6687556,1-100.000 ₫,,,0x31752edc6c359d47:0xa9cd42e1cc6b4dde,,
The Coffee House - 3 Tháng 2,"572 Đ. 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.2,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.766154199999999,106.6640107,1-100.000 ₫,,,0x31752ee8c3248de5:0x2118ad5a5ecca222,,
Funky Koffee,"606 Đ. 3 Tháng 2/117 Ba Tháng Hai, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 983 377 733,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.7677597,106.6616739,1-100.000 ₫,,,0x31752fdb80bb7da1:0xd1126e8ee9449393,,
Café Amber,"TT24 Đ. Tam Đảo, Phường 15, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 896 899 606,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.780093899999999,106.6639754,1-100.000 ₫,,,0x31752f3808b33855:0x3f75ceae03c75c7f,,
Tiên Lãng Coffee - Cà Phê Thuốc Lào Điếu Cày,"304C Trịnh Đình Trọng, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh 100000, Việt Nam",+84 383 268 024,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:30,10.7763259,106.637643,1-100.000 ₫,,,0x31752f211bba0b91:0x5cd94034e5ad96bb,,
NEW CUP COFFEE & TEA,"41 Đ. Ngụy Như KonTum, Hòa Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",+84 962 746 074,5.0,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 23:00,10.7750931,106.6321353,1-100.000 ₫,,,0x31752fbbabbf97a9:0xf862d5b97745bb4b,,
MIDORI COFFEE,"105 Khuông Việt, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,4.8,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 21:00,10.7764115,106.6397454,1-100.000 ₫,,,0x31752fec7cf634ef:0xefbf7141fedf9ddb,,
Coffee F&B,"451/6 Tô Hiến Thành, Phường 14, Quận 10, Thành phố Hồ Chí Minh 72409, Việt Nam",+84 28 6277 6494,4.7,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.7739472,106.6626219,1-100.000 ₫,,,0x31752f120bd5a75d:0xdaf04adca60018ee,,
Chéri Café,"247/1 Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",+84 972 093 298,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.764475899999999,106.6419491,1-100.000 ₫,,,0x31752f3301c0d1a9:0xced7760451f80c28,,
Ồn Coffee Quận 10,"Lô B1 Hẻm 830 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.776873,106.6671606,1-100.000 ₫,,,0x31752f0027ddeaf7:0xa04bdce4ede4cbe0,,
DREAM JULY Coffee,"648 650 Đ. Hồng Bàng, Phường 16, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",+84 971 770 171,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.754339,106.6437997,1-100.000 ₫,,,0x31752f87d69755e9:0x80651b7a0ccc8868,,
Gu Coffee & Tea,"80/1/55 Hoàng Xuân Nhị, Phú Trung, Tân Phú, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 903 469 601,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 0:00,10.777215499999999,106.6417411,1-100.000 ₫,,,0x31752f07b5b233e1:0xfce1cde84a9430c3,,
Coffee,"279/32 Lô A2 Trịnh Đình Trọng, Phường 5, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,4.8,Mở cửa lúc 8:00,10.774749,106.6449759,,,,0x31752f771757dbd5:0xe9b92ca3531fc263,,
SingleON Coffee & Chill,"297/1 Đ. Lý Thường Kiệt, Phường 15, Quận 11, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 365 472 572,4.7,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.776156,106.6562716,1-100.000 ₫,,,0x31752f717c326b17:00xf0e6e106b79d1fa3,,
Mộc Garden Coffee,"369/6, KP12 Đ. Tô Ký, P, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 936 207 759,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.852664299999999,106.6257504,1-100.000 ₫,,,0x31752bd27f64ea1b:0x1ebcd893857428d4,,
PHỐ COFFEE Nguyễn Thị Đặng,"329 Đ. Nguyễn Thị Đặng, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 917 121 599,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:00,10.8677611,106.6416362,,,,0x3175295b7de0dd81:0xec97b382fa1872c1,,
AMERICANO COFFEE - 01 Lê Văn Khương,"Lê Văn Khương/01 Khu phố 2, Thới An, Quận 12, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 911 144 001,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.8784102,106.6490272,100-200 N ₫,,,0x3174d7ae9569b959:0xbdcb0451b3d18e87,,
Gather Sip Coffee & Tea,"985 Đ. Nguyễn Ảnh Thủ, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 797 668 600,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 22:30,10.8715046,106.6198167,,,,0x31752b000fe0c313:0xbe62a675f5935b46,,
Thiên Khôi Coffee Quận 12,"Đường Hiệp Thành, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 888 561 888,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 17:30,10.875059,106.6293535,1-100.000 ₫,,,0x3175290021bf1231:0xbfe9b7068a9b7a0a,,
Ngỡ Coffee,"227 Huỳnh Thị Hai, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 865 965 567,4.8,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 0:00,10.8670413,106.6293841,1-100.000 ₫,,,0x317529eeb51b463d:0x2bebb40ae94d8daa,,
Rudy Coffee,"30 Đường Hoa Phượng, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 907 914 841,4.6,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.8759728,106.6280876,,,,0x31752ba2145d6133:0x5894b21e2798e94e,,
Moda House Coffee,"407 Đ. Tô Ký, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 938 346 538,4.5,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:30,10.853739599999999,106.6255914,1-100.000 ₫,,,0x31752a26d4ba7923:0xaaf3024e7cdeb43b,,
Tasty Coffee,"127 Đ. Dương Thị Mười, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.873058499999999,106.6385696,1-100.000 ₫,,,0x3175290035751665:0x764ebdb8407007d6,,
Yuna Coffee,"549/65 Đ. Lê Văn Thọ, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh 000000, Việt Nam",+84 777 797 797,4.8,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 21:00,10.8530052,106.6547258,1-100.000 ₫,,,0x317529081d65221f:0xc4fc96c331ff0c60,,
Anna Coffee,"343 Nguyễn Thị Kiểu, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 932 150 421,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.869814199999999,106.641733,,,,0x317529e997d23117:00x3bec5d5004a1a5d0,,
MAI HÀ COFFEE | CÀ PHÊ SẠCH QUẬN 12 | MAI HÀ COFFEE DƯƠNG THỊ MƯỜI,"288 Đ. Dương Thị Mười, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 939 349 918,4.4,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.8636726,106.6339381,1-100.000 ₫,,,0x317529d9a8703a43:0x87df7bded5405f18,,
Near coffee,"47 Nguyễn Thị Kiểu, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 707 826 812,4.6,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 21:00,10.8654295,106.6483091,1-100.000 ₫,,,0x31752968c183314d:0xfc9b8bd37318e9d4,,
MOL Coffee,"153 Trần Thị Bảy, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,4.2,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.8763629,106.6365744,1-100.000 ₫,,,0x317529c41751a30f:0x5fa9119a642f519f,,
Milano Coffee,"1140 Đ. Lê Đức Thọ, Phường 15, Gò Vấp, Thành phố Hồ Chí Minh 727400, Việt Nam",+84 968 990 870,4.6,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.8517703,106.662048,1-100.000 ₫,,,0x317529f204471591:0x192f6d3b0998f858,,
Coffee 2004,"105/24/16, Đ. 59, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh 70000, Việt Nam",,5.0,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.8562207,106.6504907,,,,0x31752982d2c55229:0xa97aebc7e57b3ed8,,
Highlands Coffee 23A Nguyễn Ảnh Thủ,"146 Tổ 20, Khu phố 2, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 28 7108 6676,4.0,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 23:00,10.876893299999999,106.6444676,1-100.000 ₫,,,0x317529a721022abd:0x46c595d8651a7fe1,,
Hương Cao Nguyên Coffee,"1823 QL1A, Khu phố 1, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 968 833 346,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 17:00,10.856002199999999,106.6387624,1-100.000 ₫,,,0x31752b1705c449b1:0xf5a809366f1821b0,,
Yvette Coffee,"87 Đ. Dương Thị Mười, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 909 278 209,4.0,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.8598004,106.6304313,1-100.000 ₫,,,0x317529a89ca4461f:0x99b4b3046b8a62f2,,
COF coffee & tea,"SaigonTel, Xa lộ Đại Hàn, Tân Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",+84 931 889 882,4.6,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.852341599999999,106.6295055,,,,0x31752900403fd33d:0x4fc430e86e25c09e,,
SOO COFFEE,"18 Đ. Đỗ Quang, Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",+84 356 288 716,4.7,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 23:00,10.8034822,106.7290503,100-200 N ₫,,,0x317527b086abca39:0x1cce1ca8dc5d1500,,
Fine Coffee Agency,"9/11 Đ. Số 64, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 373 604 836,4.9,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 18:00,10.8141403,106.7293987,1-100.000 ₫,,,0x3175298c6acfc845:0x9a66140ee7b0e597,,
Talk Barista Saigon - Craft Coffee Tours & Barista Class,"Nguyễn Hữu Cảnh, Ward, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 839 099 133,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 21:00,10.796415099999999,106.7170765,,,,0x31752f3aeb34c8f9:0xd2c87ef6319a80c2,,
Sống Cà Phê,"37-39 D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 983 334 511,4.7,Mở cả ngày,10.806411299999999,106.7141219,1-100.000 ₫,,,0x317529e146e87427:0xee322fb0f6d69cef,,
Purrfect Coffee,"8-10 Hoa Trà, Ward 7, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",+84 961 898 942,4.6,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 21:30,10.797745599999999,106.6915446,1-100.000 ₫,,,0x31752915b5bb4de7:0x48f76085b50f71f0,,
Hợp Coffee Corner,"32/13 Nguyễn Cửu Vân, Ward 17, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 787 087 970,4.9,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 17:00,10.7961753,106.7071398,1-100.000 ₫,,,0x3175292db529a431:0xd28e866e02f688de,,
2PM Coffee,"Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 902 990 096,4.3,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.7972405,106.7178717,1-100.000 ₫,,,0x317529925c7d6f19:0x8f41d0868ea671f2,,
We.cafèteria,"99/2 Nơ Trang Long, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,4.7,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 22:00,10.8107055,106.6948585,1-100.000 ₫,,,0x317529f152c1bd37:0xd240d3dc46d8bb8d,,
MOL COFFEE,"10 Phan Đăng Lưu, Phường 07, Bình Thạnh, Thành phố Hồ Chí Minh 717066, Việt Nam",+84 938 992 825,4.9,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 18:00,10.8032188,106.6933583,1-100.000 ₫,,,0x31752998a9c96825:0xfb7344526be51369,,
Bắc Việt Coffee,"69/3 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 72300, Việt Nam",+84 329 989 908,4.4,Mở cửa lúc 8:00 ⋅ Đóng cửa vào 3:00,10.8033451,106.7151458,1-100.000 ₫,,,0x31752925732c11d1:0xf82943f53d84c4e7,,
Elysian Coffee,"2 Số 9, Khu Phố 5, Thủ Đức, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 931 439 493,4.3,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 23:00,10.826771599999999,106.7310714,1-100.000 ₫,,,0x317527bfe33342cb:0xdcfacef7ff68ffc2,,
Palermo Coffee,"157/3 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 911 631 251,4.1,Mở cửa lúc 9:00 ⋅ Đóng cửa vào 23:00,10.8054126,106.7151915,1-100.000 ₫,,,0x31752983ede41c2b:0x5cb5e9c489ee5040,,
Eilan Coffee,"29/26 Nguyễn Gia Trí, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 70000, Việt Nam",+84 937 371 423,5.0,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.8028955,106.7142899,1-100.000 ₫,,,0x317529db53839127:0x9c6cc4b07986de65,,
COFFEE 24/24,"96 D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 908 254 089,4.9,Mở cả ngày,10.805861499999999,106.7154027,1-100.000 ₫,,,0x317529f0f8841db5:0xb4bd7aa4fef3c58a,,
The Coffee House - Hoa Sứ,"1 Hoa Sứ, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh 700000, Việt Nam",+84 28 7303 9079,4.2,Mở cửa lúc 7:00 ⋅ Đóng cửa vào 22:00,10.7987393,106.6887739,1-100.000 ₫,,,0x31752921c9d94be7:0x13983e8b22049956,,
